Date and Time,Time (s),Temperature (C),Position (m)
05/18/2020 1:47:29 PM,10470,78.5,0.169
05/18/2020 1:47:39 PM,10480,78.5,0.166
05/18/2020 1:47:49 PM,10490,78.5,0.161
05/18/2020 1:47:59 PM,10500,78.5,0.16
05/18/2020 1:48:09 PM,10510,78.6,0.163
05/18/2020 1:48:19 PM,10520,78.6,0.16
05/18/2020 1:48:29 PM,10530,78.5,0.158
05/18/2020 1:48:39 PM,10540,78.6,0.165
05/18/2020 1:48:49 PM,10550,78.6,0.167
05/18/2020 1:48:59 PM,10560,78.6,0.165
05/18/2020 1:49:09 PM,10570,78.5,0.162
05/18/2020 1:49:19 PM,10580,78.6,0.162
05/18/2020 1:49:29 PM,10590,78.7,0.162
05/18/2020 1:49:39 PM,10600,78.8,0.162
05/18/2020 1:49:49 PM,10610,78.8,0.161
05/18/2020 1:49:59 PM,10620,78.8,0.162
05/18/2020 1:50:09 PM,10630,78.8,0.16
05/18/2020 1:50:19 PM,10640,78.9,0.162
05/18/2020 1:50:29 PM,10650,79,0.159
05/18/2020 1:50:39 PM,10660,79,0.16
05/18/2020 1:50:49 PM,10670,79,0.164
05/18/2020 1:50:59 PM,10680,79,0.159
05/18/2020 1:51:09 PM,10690,79,0.163
05/18/2020 1:51:19 PM,10700,79,0.16
05/18/2020 1:51:29 PM,10710,79,0.159
05/18/2020 1:51:39 PM,10720,78.9,0.164
05/18/2020 1:51:49 PM,10730,79,0.163
05/18/2020 1:51:59 PM,10740,78.9,0.166
05/18/2020 1:52:09 PM,10750,79,0.163
05/18/2020 1:52:19 PM,10760,78.9,0.16
05/18/2020 1:52:29 PM,10770,78.9,0.167
05/18/2020 1:52:39 PM,10780,78.9,0.164
05/18/2020 1:52:49 PM,10790,79,0.166
05/18/2020 1:52:59 PM,10800,78.9,0.167
05/18/2020 1:53:09 PM,10810,79,0.17
05/18/2020 1:53:19 PM,10820,78.9,0.163
05/18/2020 1:53:29 PM,10830,79,0.165
05/18/2020 1:53:39 PM,10840,79,0.163
05/18/2020 1:53:49 PM,10850,79,0.164
05/18/2020 1:53:59 PM,10860,79,0.162
05/18/2020 1:54:09 PM,10870,78.9,0.165
05/18/2020 1:54:19 PM,10880,79,0.164
05/18/2020 1:54:29 PM,10890,78.8,0.163
05/18/2020 1:54:39 PM,10900,78.9,0.17
05/18/2020 1:54:49 PM,10910,78.8,0.165
05/18/2020 1:54:59 PM,10920,78.8,0.169
05/18/2020 1:55:09 PM,10930,78.7,0.165
05/18/2020 1:55:19 PM,10940,78.7,0.167
05/18/2020 1:55:29 PM,10950,78.7,0.165
05/18/2020 1:55:39 PM,10960,78.6,0.165
05/18/2020 1:55:49 PM,10970,78.7,0.164
05/18/2020 1:55:59 PM,10980,78.6,0.161
05/18/2020 1:56:09 PM,10990,78.7,0.164
05/18/2020 1:56:19 PM,11000,78.7,0.162
05/18/2020 1:56:29 PM,11010,78.7,0.165
05/18/2020 1:56:39 PM,11020,78.7,0.166
05/18/2020 1:56:49 PM,11030,78.7,0.163
05/18/2020 1:56:59 PM,11040,78.7,0.169
05/18/2020 1:57:09 PM,11050,78.7,0.167
05/18/2020 1:57:19 PM,11060,78.7,0.163
05/18/2020 1:57:29 PM,11070,78.7,0.168
05/18/2020 1:57:39 PM,11080,78.7,0.167
05/18/2020 1:57:49 PM,11090,78.7,0.17
05/18/2020 1:57:59 PM,11100,78.6,0.164
05/18/2020 1:58:09 PM,11110,78.5,0.164
05/18/2020 1:58:19 PM,11120,78.6,0.164
05/18/2020 1:58:29 PM,11130,78.5,0.165
05/18/2020 1:58:39 PM,11140,78.5,0.166
05/18/2020 1:58:49 PM,11150,78.5,0.165
05/18/2020 1:58:59 PM,11160,78.5,0.164
05/18/2020 1:59:09 PM,11170,78.5,0.163
05/18/2020 1:59:19 PM,11180,78.5,0.167
05/18/2020 1:59:29 PM,11190,78.5,0.171
05/18/2020 1:59:39 PM,11200,78.5,0.162
05/18/2020 1:59:49 PM,11210,78.5,0.165
05/18/2020 1:59:59 PM,11220,78.5,0.165
05/18/2020 2:00:09 PM,11230,78.5,0.168
05/18/2020 2:00:19 PM,11240,78.5,0.169
05/18/2020 2:00:29 PM,11250,78.5,0.166
05/18/2020 2:00:39 PM,11260,78.5,0.165
05/18/2020 2:00:49 PM,11270,78.5,0.167
05/18/2020 2:00:59 PM,11280,78.5,0.164
05/18/2020 2:01:09 PM,11290,78.4,0.167
05/18/2020 2:01:19 PM,11300,78.3,0.166
05/18/2020 2:01:29 PM,11310,78.3,0.167
05/18/2020 2:01:39 PM,11320,78.3,0.169
05/18/2020 2:01:49 PM,11330,78.3,0.163
05/18/2020 2:01:59 PM,11340,78.3,0.166
05/18/2020 2:02:09 PM,11350,78.3,0.165
05/18/2020 2:02:19 PM,11360,78.3,0.164
05/18/2020 2:02:29 PM,11370,78.3,0.162
05/18/2020 2:02:39 PM,11380,78.4,0.164
05/18/2020 2:02:49 PM,11390,78.4,0.166
05/18/2020 2:02:59 PM,11400,78.5,0.165
05/18/2020 2:03:09 PM,11410,78.5,0.169
05/18/2020 2:03:19 PM,11420,78.5,0.165
05/18/2020 2:03:29 PM,11430,78.5,0.17
05/18/2020 2:03:39 PM,11440,78.5,0.166
05/18/2020 2:03:49 PM,11450,78.5,0.165
05/18/2020 2:03:59 PM,11460,78.5,0.166
05/18/2020 2:04:09 PM,11470,78.6,0.165
05/18/2020 2:04:19 PM,11480,78.5,0.172
05/18/2020 2:04:29 PM,11490,78.5,0.165
05/18/2020 2:04:39 PM,11500,78.5,0.166
05/18/2020 2:04:49 PM,11510,78.5,0.168
05/18/2020 2:04:59 PM,11520,78.3,0.165
05/18/2020 2:05:09 PM,11530,78.4,0.163
05/18/2020 2:05:19 PM,11540,78.5,0.166
05/18/2020 2:05:29 PM,11550,78.5,0.164
05/18/2020 2:05:39 PM,11560,78.5,0.169
05/18/2020 2:05:49 PM,11570,78.6,0.162
05/18/2020 2:05:59 PM,11580,78.6,0.163
05/18/2020 2:06:09 PM,11590,78.6,0.166
05/18/2020 2:06:19 PM,11600,78.8,0.169
05/18/2020 2:06:29 PM,11610,78.7,0.165
05/18/2020 2:06:39 PM,11620,78.7,0.167
05/18/2020 2:06:49 PM,11630,78.7,0.169
05/18/2020 2:06:59 PM,11640,78.8,0.165
05/18/2020 2:07:09 PM,11650,78.8,0.168
05/18/2020 2:07:19 PM,11660,78.8,0.163
05/18/2020 2:07:29 PM,11670,78.7,0.164
05/18/2020 2:07:39 PM,11680,78.8,0.164
05/18/2020 2:07:49 PM,11690,78.7,0.165
05/18/2020 2:07:59 PM,11700,78.6,0.169
05/18/2020 2:08:09 PM,11710,78.6,0.168
05/18/2020 2:08:19 PM,11720,78.6,0.165
05/18/2020 2:08:29 PM,11730,78.7,0.165
05/18/2020 2:08:39 PM,11740,78.7,0.169
05/18/2020 2:08:49 PM,11750,78.7,0.168
05/18/2020 2:08:59 PM,11760,78.8,0.169
05/18/2020 2:09:09 PM,11770,78.8,0.165
05/18/2020 2:09:19 PM,11780,78.9,0.165
05/18/2020 2:09:29 PM,11790,78.9,0.166
05/18/2020 2:09:39 PM,11800,79,0.166
05/18/2020 2:09:49 PM,11810,79,0.163
05/18/2020 2:09:59 PM,11820,79,0.167
05/18/2020 2:10:09 PM,11830,78.9,0.166
05/18/2020 2:10:19 PM,11840,79,0.165
05/18/2020 2:10:29 PM,11850,78.9,0.165
05/18/2020 2:10:39 PM,11860,78.9,0.17
05/18/2020 2:10:49 PM,11870,78.8,0.166
05/18/2020 2:10:59 PM,11880,78.9,0.166
05/18/2020 2:11:09 PM,11890,78.8,0.165
05/18/2020 2:11:19 PM,11900,79,0.163
05/18/2020 2:11:29 PM,11910,78.8,0.162
05/18/2020 2:11:39 PM,11920,78.9,0.163
05/18/2020 2:11:49 PM,11930,78.8,0.166
05/18/2020 2:11:59 PM,11940,78.9,0.168
05/18/2020 2:12:09 PM,11950,79,0.162
05/18/2020 2:12:19 PM,11960,79,0.165
05/18/2020 2:12:29 PM,11970,79,0.165
05/18/2020 2:12:39 PM,11980,79,0.167
05/18/2020 2:12:49 PM,11990,79,0.167
05/18/2020 2:12:59 PM,12000,79,0.171
05/18/2020 2:13:09 PM,12010,79,0.171
05/18/2020 2:13:19 PM,12020,79,0.167
05/18/2020 2:13:29 PM,12030,79,0.17
05/18/2020 2:13:39 PM,12040,79,0.166
05/18/2020 2:13:49 PM,12050,79,0.169
05/18/2020 2:13:59 PM,12060,78.9,0.171
05/18/2020 2:14:09 PM,12070,78.9,0.167
05/18/2020 2:14:19 PM,12080,78.9,0.175
05/18/2020 2:14:29 PM,12090,78.7,0.167
05/18/2020 2:14:39 PM,12100,78.8,0.168
05/18/2020 2:14:49 PM,12110,78.7,0.173
05/18/2020 2:14:59 PM,12120,78.7,0.164
05/18/2020 2:15:09 PM,12130,78.7,0.168
05/18/2020 2:15:19 PM,12140,78.8,0.168
05/18/2020 2:15:29 PM,12150,78.8,0.168
05/18/2020 2:15:39 PM,12160,78.8,0.168
05/18/2020 2:15:49 PM,12170,78.8,0.167
05/18/2020 2:15:59 PM,12180,78.8,0.166
05/18/2020 2:16:09 PM,12190,78.8,0.172
05/18/2020 2:16:19 PM,12200,78.8,0.168
05/18/2020 2:16:29 PM,12210,78.8,0.168
05/18/2020 2:16:39 PM,12220,78.8,0.168
05/18/2020 2:16:49 PM,12230,78.8,0.17
05/18/2020 2:16:59 PM,12240,78.8,0.167
05/18/2020 2:17:09 PM,12250,78.7,0.184
05/18/2020 2:17:19 PM,12260,78.6,0.173
05/18/2020 2:17:29 PM,12270,78.6,0.152
05/18/2020 2:17:39 PM,12280,78.6,0.169
05/18/2020 2:17:49 PM,12290,78.5,0.176
05/18/2020 2:17:59 PM,12300,78.5,0.169
05/18/2020 2:18:09 PM,12310,78.5,0.17
05/18/2020 2:18:19 PM,12320,78.5,0.167
05/18/2020 2:18:29 PM,12330,78.5,0.168
05/18/2020 2:18:39 PM,12340,78.6,0.17
05/18/2020 2:18:49 PM,12350,78.6,0.17
05/18/2020 2:18:59 PM,12360,78.6,0.167
05/18/2020 2:19:09 PM,12370,78.6,0.169
05/18/2020 2:19:19 PM,12380,78.7,0.169
05/18/2020 2:19:29 PM,12390,78.6,0.168
05/18/2020 2:19:39 PM,12400,78.6,0.173
05/18/2020 2:19:49 PM,12410,78.6,0.168
05/18/2020 2:19:59 PM,12420,78.5,0.168
05/18/2020 2:20:09 PM,12430,78.5,0.17
05/18/2020 2:20:19 PM,12440,78.5,0.171
05/18/2020 2:20:29 PM,12450,78.5,0.172
05/18/2020 2:20:39 PM,12460,78.3,0.174
05/18/2020 2:20:49 PM,12470,78.4,0.169
05/18/2020 2:20:59 PM,12480,78.4,0.17
05/18/2020 2:21:09 PM,12490,78.4,0.169
05/18/2020 2:21:19 PM,12500,78.3,0.168
05/18/2020 2:21:29 PM,12510,78.4,0.169
05/18/2020 2:21:39 PM,12520,78.4,0.171
05/18/2020 2:21:49 PM,12530,78.4,0.167
05/18/2020 2:21:59 PM,12540,78.5,0.169
05/18/2020 2:22:09 PM,12550,78.5,0.171
05/18/2020 2:22:19 PM,12560,78.5,0.172
05/18/2020 2:22:29 PM,12570,78.5,0.171
05/18/2020 2:22:39 PM,12580,78.5,0.164
05/18/2020 2:22:49 PM,12590,78.6,0.166
05/18/2020 2:22:59 PM,12600,78.5,0.17
05/18/2020 2:23:09 PM,12610,78.5,0.166
05/18/2020 2:23:19 PM,12620,78.4,0.168
05/18/2020 2:23:29 PM,12630,78.4,0.168
05/18/2020 2:23:39 PM,12640,78.5,0.167
05/18/2020 2:23:49 PM,12650,78.4,0.171
05/18/2020 2:23:59 PM,12660,78.3,0.168
05/18/2020 2:24:09 PM,12670,78.3,0.17
05/18/2020 2:24:19 PM,12680,78.4,0.166
05/18/2020 2:24:29 PM,12690,78.4,0.166
05/18/2020 2:24:39 PM,12700,78.5,0.17
05/18/2020 2:24:49 PM,12710,78.5,0.167
05/18/2020 2:24:59 PM,12720,78.5,0.165
05/18/2020 2:25:09 PM,12730,78.5,0.168
05/18/2020 2:25:19 PM,12740,78.7,0.171
05/18/2020 2:25:29 PM,12750,78.8,0.173
05/18/2020 2:25:39 PM,12760,78.7,0.166
05/18/2020 2:25:49 PM,12770,78.7,0.165
05/18/2020 2:25:59 PM,12780,78.7,0.168
05/18/2020 2:26:09 PM,12790,78.7,0.168
05/18/2020 2:26:19 PM,12800,78.8,0.169
05/18/2020 2:26:29 PM,12810,78.7,0.168
05/18/2020 2:26:39 PM,12820,78.7,0.167
05/18/2020 2:26:49 PM,12830,78.7,0.167
05/18/2020 2:26:59 PM,12840,78.7,0.166
05/18/2020 2:27:09 PM,12850,78.6,0.169
05/18/2020 2:27:19 PM,12860,78.6,0.164
05/18/2020 2:27:29 PM,12870,78.6,0.169
05/18/2020 2:27:39 PM,12880,78.7,0.17
05/18/2020 2:27:49 PM,12890,78.8,0.165
05/18/2020 2:27:59 PM,12900,78.8,0.17
05/18/2020 2:28:09 PM,12910,78.9,0.165
05/18/2020 2:28:19 PM,12920,78.9,0.171
05/18/2020 2:28:29 PM,12930,78.9,0.166
05/18/2020 2:28:39 PM,12940,79,0.171
05/18/2020 2:28:49 PM,12950,78.9,0.167
05/18/2020 2:28:59 PM,12960,79,0.169
05/18/2020 2:29:09 PM,12970,79.1,0.169
05/18/2020 2:29:19 PM,12980,79,0.167
05/18/2020 2:29:29 PM,12990,79,0.166
05/18/2020 2:29:39 PM,13000,79,0.169
05/18/2020 2:29:49 PM,13010,78.9,0.166
05/18/2020 2:29:59 PM,13020,78.9,0.166
05/18/2020 2:30:09 PM,13030,79,0.167
05/18/2020 2:30:19 PM,13040,79,0.168
05/18/2020 2:30:29 PM,13050,78.9,0.169
05/18/2020 2:30:39 PM,13060,78.8,0.169
05/18/2020 2:30:49 PM,13070,78.9,0.167
05/18/2020 2:30:59 PM,13080,78.9,0.169
05/18/2020 2:31:09 PM,13090,78.9,0.173
05/18/2020 2:31:19 PM,13100,79,0.169
05/18/2020 2:31:29 PM,13110,79.1,0.172
05/18/2020 2:31:39 PM,13120,79.1,0.17
05/18/2020 2:31:49 PM,13130,79.2,0.173
05/18/2020 2:31:59 PM,13140,79.1,0.167
05/18/2020 2:32:09 PM,13150,79.2,0.169
05/18/2020 2:32:19 PM,13160,79.2,0.168
05/18/2020 2:32:29 PM,13170,79.2,0.167
05/18/2020 2:32:39 PM,13180,79.3,0.172
05/18/2020 2:32:49 PM,13190,79.2,0.175
05/18/2020 2:32:59 PM,13200,79.1,0.168
05/18/2020 2:33:09 PM,13210,79.1,0.168
05/18/2020 2:33:19 PM,13220,79.1,0.17
05/18/2020 2:33:29 PM,13230,78.9,0.169
05/18/2020 2:33:39 PM,13240,79,0.165
05/18/2020 2:33:49 PM,13250,78.9,0.174
05/18/2020 2:33:59 PM,13260,78.9,0.17
05/18/2020 2:34:09 PM,13270,78.9,0.174
05/18/2020 2:34:19 PM,13280,79,0.169
05/18/2020 2:34:29 PM,13290,78.9,0.172
05/18/2020 2:34:39 PM,13300,79,0.17
05/18/2020 2:34:49 PM,13310,79.1,0.177
05/18/2020 2:34:59 PM,13320,79.1,0.171
05/18/2020 2:35:09 PM,13330,79,0.169
05/18/2020 2:35:19 PM,13340,79,0.169
05/18/2020 2:35:29 PM,13350,79.1,0.169
05/18/2020 2:35:39 PM,13360,79,0.173
05/18/2020 2:35:49 PM,13370,79,0.17
05/18/2020 2:35:59 PM,13380,79,0.176
05/18/2020 2:36:09 PM,13390,79,0.173
05/18/2020 2:36:19 PM,13400,78.9,0.171
05/18/2020 2:36:29 PM,13410,78.9,0.17
05/18/2020 2:36:39 PM,13420,78.9,0.171
05/18/2020 2:36:49 PM,13430,78.7,0.172
05/18/2020 2:36:59 PM,13440,78.8,0.176
05/18/2020 2:37:09 PM,13450,78.7,0.17
05/18/2020 2:37:19 PM,13460,78.8,0.172
05/18/2020 2:37:29 PM,13470,78.8,0.171
05/18/2020 2:37:39 PM,13480,78.8,0.169
05/18/2020 2:37:49 PM,13490,78.8,0.175
05/18/2020 2:37:59 PM,13500,78.8,0.171
05/18/2020 2:38:09 PM,13510,78.7,0.172
05/18/2020 2:38:19 PM,13520,78.9,0.171
05/18/2020 2:38:29 PM,13530,78.8,0.171
05/18/2020 2:38:39 PM,13540,78.8,0.168
05/18/2020 2:38:49 PM,13550,78.9,0.175
05/18/2020 2:38:59 PM,13560,78.8,0.175
05/18/2020 2:39:09 PM,13570,78.7,0.177
05/18/2020 2:39:19 PM,13580,78.7,0.17
05/18/2020 2:39:29 PM,13590,78.7,0.171
05/18/2020 2:39:39 PM,13600,78.6,0.171
05/18/2020 2:39:49 PM,13610,78.6,0.172
05/18/2020 2:39:59 PM,13620,78.5,0.171
05/18/2020 2:40:09 PM,13630,78.5,0.166
05/18/2020 2:40:19 PM,13640,78.6,0.172
05/18/2020 2:40:29 PM,13650,78.6,0.173
05/18/2020 2:40:39 PM,13660,78.6,0.177
05/18/2020 2:40:49 PM,13670,78.6,0.176
05/18/2020 2:40:59 PM,13680,78.6,0.169
05/18/2020 2:41:09 PM,13690,78.6,0.169
05/18/2020 2:41:19 PM,13700,78.5,0.172
05/18/2020 2:41:29 PM,13710,78.6,0.171
05/18/2020 2:41:39 PM,13720,78.6,0.176
05/18/2020 2:41:49 PM,13730,78.7,0.173
05/18/2020 2:41:59 PM,13740,78.7,0.175
05/18/2020 2:42:09 PM,13750,78.6,0.174
05/18/2020 2:42:19 PM,13760,78.6,0.175
05/18/2020 2:42:29 PM,13770,78.6,0.17
05/18/2020 2:42:39 PM,13780,78.5,0.171
05/18/2020 2:42:49 PM,13790,78.5,0.17
05/18/2020 2:42:59 PM,13800,78.5,0.17
05/18/2020 2:43:09 PM,13810,78.4,0.171
05/18/2020 2:43:19 PM,13820,78.5,0.173
05/18/2020 2:43:29 PM,13830,78.5,0.174
05/18/2020 2:43:39 PM,13840,78.5,0.168
05/18/2020 2:43:49 PM,13850,78.6,0.175
05/18/2020 2:43:59 PM,13860,78.7,0.167
05/18/2020 2:44:09 PM,13870,78.7,0.17
05/18/2020 2:44:19 PM,13880,78.7,0.173
05/18/2020 2:44:29 PM,13890,78.7,0.171
05/18/2020 2:44:39 PM,13900,78.7,0.174
05/18/2020 2:44:49 PM,13910,78.8,0.167
05/18/2020 2:44:59 PM,13920,78.8,0.172
05/18/2020 2:45:09 PM,13930,78.9,0.172
05/18/2020 2:45:19 PM,13940,78.8,0.175
05/18/2020 2:45:29 PM,13950,78.8,0.172
05/18/2020 2:45:39 PM,13960,78.7,0.17
05/18/2020 2:45:49 PM,13970,78.7,0.172
05/18/2020 2:45:59 PM,13980,78.8,0.17
05/18/2020 2:46:09 PM,13990,78.6,0.174
05/18/2020 2:46:19 PM,14000,78.7,0.171
05/18/2020 2:46:29 PM,14010,78.7,0.167
05/18/2020 2:46:39 PM,14020,78.7,0.173
05/18/2020 2:46:49 PM,14030,78.8,0.168
05/18/2020 2:46:59 PM,14040,78.9,0.174
05/18/2020 2:47:09 PM,14050,78.9,0.174
05/18/2020 2:47:19 PM,14060,79,0.169
05/18/2020 2:47:29 PM,14070,79.1,0.171
05/18/2020 2:47:39 PM,14080,79,0.175
05/18/2020 2:47:49 PM,14090,79.1,0.178
05/18/2020 2:47:59 PM,14100,79.2,0.167
05/18/2020 2:48:09 PM,14110,79.1,0.17
05/18/2020 2:48:19 PM,14120,79.2,0.17
05/18/2020 2:48:29 PM,14130,79.2,0.17
05/18/2020 2:48:39 PM,14140,79.2,0.173
05/18/2020 2:48:49 PM,14150,79,0.17
05/18/2020 2:48:59 PM,14160,79.2,0.174
05/18/2020 2:49:09 PM,14170,79,0.172
05/18/2020 2:49:19 PM,14180,79.1,0.176
05/18/2020 2:49:29 PM,14190,78.9,0.172
05/18/2020 2:49:39 PM,14200,78.9,0.176
05/18/2020 2:49:49 PM,14210,79.1,0.17
05/18/2020 2:49:59 PM,14220,79.1,0.171
05/18/2020 2:50:09 PM,14230,79.1,0.175
05/18/2020 2:50:19 PM,14240,79.2,0.171
05/18/2020 2:50:29 PM,14250,79.2,0.169
05/18/2020 2:50:39 PM,14260,79.2,0.169
05/18/2020 2:50:49 PM,14270,79.2,0.169
05/18/2020 2:50:59 PM,14280,79.4,0.168
05/18/2020 2:51:09 PM,14290,79.3,0.174
05/18/2020 2:51:19 PM,14300,79.3,0.17
05/18/2020 2:51:29 PM,14310,79.4,0.168
05/18/2020 2:51:39 PM,14320,79.4,0.171
05/18/2020 2:51:49 PM,14330,79.3,0.17
05/18/2020 2:51:59 PM,14340,79.2,0.173
05/18/2020 2:52:09 PM,14350,79.3,0.177
05/18/2020 2:52:19 PM,14360,79.3,0.169
05/18/2020 2:52:29 PM,14370,79.2,0.176
05/18/2020 2:52:39 PM,14380,79.2,0.175
05/18/2020 2:52:49 PM,14390,79.2,0.176
05/18/2020 2:52:59 PM,14400,79.2,0.173
05/18/2020 2:53:09 PM,14410,79.2,0.172
05/18/2020 2:53:19 PM,14420,79.3,0.177
05/18/2020 2:53:29 PM,14430,79.2,0.174
05/18/2020 2:53:39 PM,14440,79.2,0.173
05/18/2020 2:53:49 PM,14450,79.3,0.173
05/18/2020 2:53:59 PM,14460,79.3,0.176
05/18/2020 2:54:09 PM,14470,79.3,0.173
05/18/2020 2:54:19 PM,14480,79.3,0.176
05/18/2020 2:54:29 PM,14490,79.3,0.171
05/18/2020 2:54:39 PM,14500,79.3,0.173
05/18/2020 2:54:49 PM,14510,79.2,0.174
05/18/2020 2:54:59 PM,14520,79.2,0.173
05/18/2020 2:55:09 PM,14530,79.2,0.174
05/18/2020 2:55:19 PM,14540,79.1,0.174
05/18/2020 2:55:29 PM,14550,78.9,0.176
05/18/2020 2:55:39 PM,14560,79,0.173
05/18/2020 2:55:49 PM,14570,79,0.174
05/18/2020 2:55:59 PM,14580,78.9,0.175
05/18/2020 2:56:09 PM,14590,78.9,0.174
05/18/2020 2:56:19 PM,14600,78.9,0.174
05/18/2020 2:56:29 PM,14610,78.9,0.172
05/18/2020 2:56:39 PM,14620,78.9,0.173
05/18/2020 2:56:49 PM,14630,78.9,0.176
05/18/2020 2:56:59 PM,14640,79,0.171
05/18/2020 2:57:09 PM,14650,79.1,0.178
05/18/2020 2:57:19 PM,14660,79.2,0.178
05/18/2020 2:57:29 PM,14670,79,0.174
05/18/2020 2:57:39 PM,14680,79,0.176
05/18/2020 2:57:49 PM,14690,79,0.171
05/18/2020 2:57:59 PM,14700,78.9,0.172
05/18/2020 2:58:09 PM,14710,78.9,0.18
05/18/2020 2:58:19 PM,14720,78.9,0.176
05/18/2020 2:58:29 PM,14730,78.9,0.174
05/18/2020 2:58:39 PM,14740,78.8,0.173
05/18/2020 2:58:49 PM,14750,78.8,0.177
